,full_name,selling_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power
289,maruti vitara,7.5,2018,Individual,15000,First Owner,Diesel,Manual,24.3,1248,88.5
290,volkswagen polo,2.49,2011,Dealer,63000,First Owner,Petrol,Manual,16.47,1198,73.9
291,tata hexa,14.0,2018,Individual,30000,First Owner,Diesel,Manual,17.6,2179,153.86
292,ford figo,2.5,2011,Individual,160800,First Owner,Diesel,Manual,20.0,1399,68.0
293,hyundai verna,6.1,2014,Individual,120000,First Owner,Diesel,Manual,22.32,1582,126.32
294,maruti zen,1.65,2010,Dealer,62821,First Owner,Petrol,Manual,18.2,998,67.1
295,ford ecosport,5.45,2016,Dealer,78247,First Owner,Diesel,Manual,21.7,1498,98.96
296,hyundai verna,4.8,2013,Individual,113000,First Owner,Diesel,Manual,22.32,1582,126.3
297,hyundai i20,3.95,2014,Dealer,52000,First Owner,Petrol,Manual,18.6,1197,81.83
298,toyota innova,4.95,2012,Dealer,109000,First Owner,Diesel,Manual,12.99,2494,100.6
299,hyundai grand,4.7,2017,Individual,90000,First Owner,Petrol,Manual,18.9,1197,82.0
300,tata indica,2.0,2011,Individual,35000,First Owner,Petrol,Manual,16.84,1193,64.4
301,skoda laura,2.8,2010,Individual,90000,First Owner,Diesel,Manual,17.0,1896,105.0
302,chevrolet aveo,1.49,2008,Dealer,62001,First Owner,Petrol,Manual,14.4,1399,94.0
303,volkswagen polo,2.0,2011,Dealer,98000,First Owner,Diesel,Manual,22.07,1199,73.9
304,hyundai i20,6.99,2016,Individual,20000,First Owner,Diesel,Manual,21.19,1396,88.73
305,toyota corolla,3.15,2010,Dealer,57000,First Owner,Petrol,Manual,14.28,1798,138.03
306,maruti wagon,3.4,2014,Individual,21717,First Owner,Petrol,Manual,20.51,998,67.04
307,renault duster,5.0,2014,Individual,40000,First Owner,Diesel,Manual,20.45,1461,83.8
308,honda city,10.5,2017,Individual,50000,First Owner,Petrol,Manual,17.14,1497,117.6
309,renault duster,6.0,2016,Individual,90000,First Owner,Diesel,Manual,19.6,1461,108.45
310,fiat avventura,4.78,2017,Individual,90000,First Owner,Diesel,Manual,20.5,1248,91.72
311,maruti swift,4.91,2017,Dealer,27876,First Owner,Petrol,Manual,20.4,1197,81.8
312,land rover,28.9,2016,Dealer,56000,First Owner,Petrol,Automatic,12.63,1999,177.0
313,hyundai i10,1.6,2008,Individual,57215,First Owner,Petrol,Manual,20.36,1197,78.9
314,hyundai venue,9.85,2019,Dealer,5400,First Owner,Petrol,Manual,18.27,998,118.35
315,maruti swift,5.0,2014,Individual,60000,First Owner,Diesel,Manual,23.4,1248,74.0
316,tata tiago,3.35,2017,Individual,24800,First Owner,Petrol,Manual,23.84,1199,84.0
317,maruti alto,0.85,2005,Individual,70000,First Owner,Petrol,Manual,19.7,796,46.3
318,honda brv,9.5,2016,Dealer,59450,First Owner,Diesel,Manual,21.9,1498,98.6
319,honda jazz,7.4,2018,Dealer,20000,First Owner,Petrol,Automatic,17.1,1199,88.51
320,tata indica,2.0,2010,Individual,90000,First Owner,Diesel,Manual,17.0,1405,71.0
321,maruti swift,3.75,2013,Dealer,34553,First Owner,Petrol,Manual,22.0,1197,81.8
322,maruti vitara,8.1,2018,Individual,40000,First Owner,Diesel,Manual,24.3,1248,88.5
323,volkswagen polo,1.73,2010,Individual,350000,First Owner,Petrol,Manual,16.47,1198,73.9
324,maruti vitara,7.0,2017,Individual,50000,First Owner,Diesel,Manual,24.3,1248,88.5
325,mahindra kuv,3.1,2016,Individual,70000,First Owner,Diesel,Manual,25.32,1198,77.0
326,mahindra scorpio,8.5,2017,Individual,120000,First Owner,Diesel,Manual,15.4,1997,120.0
327,hyundai i20,2.85,2013,Individual,90000,First Owner,Diesel,Manual,22.54,1396,88.76
328,maruti swift,4.5,2014,Individual,120000,First Owner,Diesel,Manual,23.4,1248,74.0
329,hyundai creta,11.0,2017,Individual,80000,First Owner,Diesel,Manual,19.67,1582,126.2
330,mahindra xylo,3.5,2011,Individual,155000,First Owner,Diesel,Manual,14.0,2498,112.0
331,mahindra scorpio,10.8,2017,Individual,30000,First Owner,Diesel,Manual,15.4,1997,120.0
332,honda city,5.3,2014,Dealer,66100,First Owner,Diesel,Manual,26.0,1498,98.6
333,maruti swift,6.8,2017,Individual,50000,First Owner,Diesel,Manual,28.4,1248,74.02
334,mahindra scorpio,10.25,2017,Dealer,42000,First Owner,Diesel,Manual,15.4,1997,120.0
335,hyundai i20,6.5,2017,Individual,55000,First Owner,Petrol,Manual,18.6,1197,81.83
336,hyundai i10,1.94,2012,Dealer,110699,First Owner,Petrol,Manual,20.36,1197,78.9
337,maruti baleno,6.86,2019,Individual,5000,First Owner,Petrol,Automatic,21.4,1197,83.1
338,maruti alto,2.0,2016,Individual,50000,First Owner,Petrol,Manual,22.74,796,47.3
339,maruti swift,2.5,2010,Dealer,44000,First Owner,Petrol,Manual,19.1,1197,85.8
340,maruti vitara,7.3,2018,Individual,90000,First Owner,Diesel,Manual,24.3,1248,88.5
341,hyundai verna,6.5,2016,Dealer,55000,First Owner,Petrol,Manual,17.01,1591,121.3
342,maruti vitara,7.9,2017,Dealer,45000,First Owner,Diesel,Manual,24.3,1248,88.5
343,maruti baleno,6.2,2017,Individual,30000,First Owner,Petrol,Manual,21.4,1197,83.1
344,hyundai verna,5.1,2013,Individual,50000,First Owner,Petrol,Manual,17.01,1591,121.3
345,maruti eeco,3.75,2013,Individual,20000,First Owner,Petrol,Manual,15.37,1196,73.0
346,nissan terrano,5.25,2015,Dealer,69000,First Owner,Diesel,Manual,19.01,1461,108.5
347,maruti swift,6.2,2017,Trustmark Dealer,19843,First Owner,Petrol,Automatic,21.21,1197,81.8
348,tata indigo,2.7,2014,Individual,20000,First Owner,Diesel,Manual,19.09,1405,69.01
349,ford endeavour,9.5,2011,Individual,30000,First Owner,Diesel,Automatic,11.4,2953,153.86
350,toyota innova,14.5,2017,Dealer,52300,First Owner,Diesel,Manual,13.68,2393,147.51
351,honda city,8.45,2016,Individual,40000,First Owner,Petrol,Automatic,18.0,1497,117.3
352,maruti swift,3.9,2014,Dealer,61500,First Owner,Diesel,Manual,23.4,1248,74.0
353,honda amaze,3.95,2015,Dealer,59000,First Owner,Petrol,Manual,18.0,1198,86.7
354,hyundai grand,4.5,2018,Individual,40000,First Owner,Petrol,Manual,18.9,1197,81.86
355,audi a6,17.0,2013,Individual,60000,First Owner,Diesel,Automatic,17.68,1968,174.33
356,hyundai grand,3.25,2013,Dealer,61000,First Owner,Petrol,Manual,18.9,1197,82.0
357,mahindra kuv,3.5,2016,Individual,70000,First Owner,Diesel,Manual,25.32,1198,77.0
358,mahindra xuv500,6.5,2013,Dealer,63000,First Owner,Diesel,Manual,15.1,2179,140.0
359,mercedesbenz eclass,12.5,2012,Dealer,58000,First Owner,Petrol,Manual,12.3,1796,185.0
360,maruti zen,2.2,2013,Individual,40000,First Owner,Petrol,Manual,19.0,998,67.1
361,mahindra quanto,3.5,2015,Individual,49000,First Owner,Diesel,Manual,17.21,1493,100.0
362,maruti swift,7.5,2017,Individual,22000,First Owner,Diesel,Manual,28.4,1248,74.02
363,honda city,2.99,2010,Dealer,57977,First Owner,Petrol,Manual,17.0,1497,118.0
364,hyundai xcent,3.78,2016,Individual,70000,First Owner,Diesel,Manual,24.4,1120,71.0
365,land rover,70.0,2018,Dealer,13000,First Owner,Petrol,Automatic,12.19,1997,237.36
366,mini cooper,13.25,2012,Dealer,67000,First Owner,Petrol,Automatic,17.33,1998,189.08
367,maruti ertiga,5.24,2014,Dealer,48242,First Owner,Diesel,Manual,20.77,1248,88.76
368,ford figo,1.69,2012,Dealer,68000,First Owner,Diesel,Manual,20.0,1399,68.05
369,maruti ertiga,5.0,2014,Individual,40000,First Owner,Diesel,Manual,20.77,1248,88.8
370,audi q7,20.0,2012,Dealer,98000,First Owner,Diesel,Automatic,12.07,2967,241.4
371,maruti swift,3.8,2013,Individual,113450,First Owner,Diesel,Manual,23.4,1248,74.0
372,maruti wagon,4.0,2018,Individual,80000,First Owner,Petrol,Automatic,20.51,998,67.0
373,hyundai santro,5.65,2020,Dealer,1000,First Owner,Petrol,Automatic,20.3,1086,68.0
374,maruti wagon,3.35,2015,Dealer,20292,First Owner,Petrol,Manual,20.51,998,67.04
375,mahindra scorpio,3.0,2010,Dealer,67900,First Owner,Diesel,Manual,12.05,2179,120.0
376,chevrolet beat,2.0,2012,Individual,70000,First Owner,Diesel,Manual,25.44,936,57.6
377,mahindra scorpio,10.51,2015,Dealer,40000,First Owner,Diesel,Manual,15.4,1997,120.0
378,hyundai grand,5.1,2017,Individual,60000,First Owner,Diesel,Manual,24.0,1186,73.97
379,renault kwid,3.7,2018,Individual,25000,First Owner,Petrol,Automatic,24.04,999,67.0
380,maruti wagon,2.0,2006,Individual,70000,First Owner,Petrol,Manual,18.9,998,67.1
381,maruti baleno,6.25,2018,Individual,21000,First Owner,Diesel,Manual,27.39,1248,74.0
382,mahindra scorpio,12.9,2018,Dealer,39000,First Owner,Diesel,Manual,16.36,2179,140.0
383,hyundai creta,8.9,2017,Dealer,30000,First Owner,Petrol,Manual,15.8,1591,121.3
384,hyundai verna,4.2,2012,Dealer,61000,First Owner,Diesel,Manual,22.32,1582,126.3
385,maruti swift,5.0,2017,Trustmark Dealer,5743,First Owner,Petrol,Manual,20.4,1197,83.11
386,nissan terrano,7.5,2017,Dealer,44000,First Owner,Diesel,Manual,20.45,1461,83.8
387,hyundai grand,6.0,2018,Individual,24200,First Owner,Petrol,Manual,18.9,1197,81.86
388,maruti baleno,5.9,2017,Individual,57000,First Owner,Diesel,Manual,27.39,1248,74.0
389,hyundai i10,1.9,2011,Dealer,58000,First Owner,Petrol,Manual,20.36,1197,78.9
390,datsun go,5.0,2017,Individual,15000,First Owner,Petrol,Manual,19.44,1198,67.0
391,maruti celerio,4.5,2017,Individual,10000,First Owner,Petrol,Manual,23.1,998,67.04
392,mahindra nuvosport,5.5,2016,Individual,70000,First Owner,Diesel,Manual,17.45,1493,100.0
393,chevrolet beat,1.7,2011,Dealer,65000,First Owner,Petrol,Manual,18.6,1199,79.4
394,mahindra xuv500,6.5,2015,Individual,100000,First Owner,Diesel,Manual,15.1,2179,140.0
395,bmw z4,82.5,2020,Dealer,2000,First Owner,Petrol,Automatic,11.29,2998,335.0
396,maruti wagon,5.0,2020,Individual,10000,First Owner,Petrol,Manual,20.52,1197,81.8
397,hyundai xcent,5.0,2015,Individual,10000,First Owner,Petrol,Automatic,16.9,1197,82.0
398,maruti alto,1.4,2009,Individual,43000,First Owner,Petrol,Manual,19.7,796,46.3
399,honda amaze,3.49,2013,Dealer,64000,First Owner,CNG,Manual,13.27,1198,86.7
400,maruti wagon,3.25,2014,Individual,30000,First Owner,Petrol,Manual,20.51,998,67.06
401,honda city,4.35,2014,Dealer,63000,First Owner,Petrol,Manual,17.8,1497,117.3
402,maruti celerio,4.55,2018,Dealer,28000,First Owner,CNG,Manual,23.43,998,58.33
403,land rover,62.0,2018,Individual,25000,First Owner,Petrol,Automatic,9.17,2995,335.25
404,honda city,7.55,2017,Dealer,32226,First Owner,Petrol,Manual,17.8,1497,117.3
405,renault koleos,6.5,2013,Dealer,63432,First Owner,Diesel,Automatic,13.73,1995,148.0
406,audi a3,40.0,2018,Dealer,8000,First Owner,Petrol,Automatic,16.6,1798,177.0
407,honda brio,2.5,2013,Individual,80000,First Owner,Petrol,Manual,19.4,1198,86.8
408,maruti alto,2.45,2014,Individual,65000,First Owner,Petrol,Manual,23.95,998,67.05
409,kia seltos,13.5,2019,Dealer,14000,First Owner,Diesel,Manual,20.8,1493,113.4
410,tata indigo,2.15,2013,Individual,90760,First Owner,Diesel,Manual,19.09,1396,69.0
411,tata indigo,4.0,2016,Individual,80000,First Owner,Diesel,Manual,19.09,1405,69.01
412,renault kwid,3.1,2018,Individual,15000,First Owner,Petrol,Automatic,24.04,999,67.0
413,renault captur,12.65,2018,Individual,12851,First Owner,Diesel,Manual,20.37,1461,108.45
414,bmw 6,55.0,2018,Individual,30000,First Owner,Petrol,Automatic,14.28,1998,254.7
415,toyota land,92.0,2016,Dealer,80000,First Owner,Petrol,Automatic,9.0,4461,285.4
416,maruti swift,6.75,2018,Dealer,32000,First Owner,Diesel,Manual,19.3,1248,73.9
417,maruti wagon,5.0,2019,Individual,30000,First Owner,Petrol,Manual,20.52,1197,81.8
418,hyundai i10,3.0,2010,Individual,25000,First Owner,Petrol,Manual,20.36,1197,78.9
419,mahindra scorpio,14.5,2016,Individual,35000,First Owner,Diesel,Automatic,15.4,2179,120.0
420,mahindra scorpio,5.3,2013,Individual,140000,First Owner,Diesel,Manual,12.05,2179,120.0
421,ford ecosport,5.75,2014,Trustmark Dealer,65597,First Owner,Diesel,Manual,22.7,1498,89.84
422,hyundai i20,5.5,2017,Individual,35000,First Owner,Petrol,Manual,18.6,1197,81.83
423,maruti ciaz,5.0,2014,Individual,160000,First Owner,Diesel,Manual,26.21,1248,88.5
424,maruti baleno,6.43,2020,Individual,7124,First Owner,Petrol,Manual,21.01,1197,81.8
425,ford ecosport,10.0,2019,Individual,15000,First Owner,Petrol,Manual,18.1,999,123.24
426,hyundai xcent,6.11,2018,Dealer,22979,First Owner,Diesel,Manual,25.4,1186,73.97
427,toyota etios,3.1,2014,Individual,150000,First Owner,Diesel,Manual,23.59,1364,67.04
428,hyundai grand,5.5,2016,Individual,34000,First Owner,Petrol,Manual,18.9,1197,82.0
429,renault scala,3.5,2015,Dealer,42000,First Owner,Diesel,Manual,21.64,1461,84.8
430,volkswagen vento,3.0,2011,Individual,280000,First Owner,Diesel,Manual,20.54,1598,103.6
431,tata tigor,4.7,2018,Individual,40000,First Owner,Petrol,Manual,20.3,1199,84.0
432,honda city,5.25,2014,Dealer,77000,First Owner,Diesel,Manual,26.0,1498,98.6
433,datsun go,4.69,2017,Individual,15000,First Owner,Petrol,Manual,19.44,1198,67.0
434,maruti alto,2.1,2012,Individual,60000,First Owner,Petrol,Manual,20.92,998,67.1
435,maruti alto,2.0,2013,Individual,120000,First Owner,Petrol,Manual,22.74,796,47.3
436,renault kwid,4.0,2019,Individual,2500,First Owner,Petrol,Manual,23.01,999,67.0
437,jaguar xf,21.5,2013,Dealer,50000,First Owner,Diesel,Automatic,16.36,2179,187.7
438,maruti celerio,3.4,2016,Individual,46500,First Owner,Petrol,Manual,23.1,998,67.04
439,maruti alto,0.95,2005,Individual,5000,First Owner,Petrol,Manual,19.7,796,46.3
440,audi q3,20.5,2015,Dealer,69000,First Owner,Diesel,Automatic,15.73,1968,174.33
441,maruti swift,3.81,2012,Individual,68000,First Owner,Diesel,Manual,22.9,1248,74.0
442,mercedesbenz cclass,7.75,2011,Dealer,45000,First Owner,Diesel,Automatic,14.94,2143,204.0
443,maruti swift,7.0,2017,Individual,20000,First Owner,Diesel,Manual,28.4,1248,74.02
444,maruti ciaz,6.75,2017,Dealer,106000,First Owner,Diesel,Manual,28.09,1248,88.5
445,honda city,6.7,2015,Dealer,28000,First Owner,Petrol,Automatic,18.0,1497,117.3
446,mahindra xuv500,10.5,2018,Individual,50000,First Owner,Diesel,Manual,16.0,2179,140.0
447,renault scala,3.15,2014,Dealer,70000,First Owner,Diesel,Manual,21.64,1461,84.8
448,bmw x5,79.0,2019,Individual,19000,First Owner,Diesel,Automatic,13.38,2993,265.0
449,honda city,3.6,2011,Dealer,55000,First Owner,Petrol,Manual,17.0,1497,118.0
450,ford figo,4.0,2017,Individual,53000,First Owner,Diesel,Manual,25.83,1498,99.0
451,hyundai verna,4.7,2014,Dealer,89000,First Owner,Diesel,Manual,22.32,1582,126.32
452,maruti alto,3.04,2018,Individual,22000,First Owner,Petrol,Manual,24.7,796,47.3
453,tata zest,5.25,2018,Individual,90000,First Owner,Diesel,Manual,22.95,1248,74.0
454,honda city,4.9,2014,Dealer,69000,First Owner,Diesel,Manual,26.0,1498,98.6
455,mahindra scorpio,8.64,2016,Individual,155000,First Owner,Diesel,Manual,15.4,1997,120.0
456,mahindra xuv500,4.8,2013,Dealer,85000,First Owner,Diesel,Manual,16.0,2179,140.0
457,hyundai xcent,3.5,2016,Individual,50000,First Owner,Petrol,Manual,19.1,1197,82.0
458,maruti wagon,5.75,2019,Dealer,3600,First Owner,Petrol,Automatic,20.52,1197,81.8
459,mercedesbenz cla,28.5,2018,Dealer,15000,First Owner,Diesel,Automatic,17.9,2143,136.0
460,maruti sx4,3.0,2007,Individual,40000,First Owner,Petrol,Manual,15.0,1586,104.68
461,daewoo matiz,1.03,2000,Individual,120000,First Owner,Petrol,Manual,18.5,796,53.0
462,toyota innova,7.8,2015,Dealer,143000,First Owner,Diesel,Manual,12.99,2494,100.0
463,audi a6,34.9,2018,Dealer,24000,First Owner,Diesel,Automatic,17.68,1968,174.33
464,bentley mulsanne,235.0,2012,Dealer,15000,First Owner,Petrol,Automatic,10.1,6752,505.0
465,mg hector,16.99,2019,Dealer,28000,First Owner,Diesel,Manual,17.41,1956,167.68
466,honda brio,2.75,2016,Dealer,65000,First Owner,Petrol,Manual,18.5,1198,86.8
467,maruti swift,8.0,2019,Individual,44000,First Owner,Diesel,Manual,28.4,1248,74.0
468,maruti baleno,6.8,2018,Individual,10000,First Owner,Petrol,Automatic,21.4,1197,83.1
469,toyota fortuner,12.0,2010,Individual,200000,First Owner,Diesel,Manual,11.5,2982,171.0
470,toyota innova,5.25,2012,Dealer,187031,First Owner,Diesel,Manual,12.99,2494,100.0
471,ford ecosport,9.55,2019,Dealer,22346,First Owner,Petrol,Manual,17.0,1497,121.36
472,hyundai i20,3.5,2012,Individual,120000,First Owner,Diesel,Manual,21.9,1396,90.0
473,maruti vitara,8.0,2020,Dealer,1000,First Owner,Petrol,Manual,17.03,1462,103.26
474,maruti alto,0.75,2005,Individual,56700,First Owner,Petrol,Manual,19.7,796,46.3
475,mahindra xuv500,8.25,2015,Individual,170000,First Owner,Diesel,Manual,16.0,2179,140.0
476,mahindra marazzo,14.76,2019,Individual,60000,First Owner,Diesel,Manual,17.3,1497,121.0
477,honda jazz,6.7,2018,Dealer,40000,First Owner,Petrol,Automatic,18.2,1199,88.7
478,maruti alto,1.8,2012,Dealer,28000,First Owner,Petrol,Manual,19.7,796,46.3
479,renault scala,3.5,2014,Individual,85000,First Owner,Petrol,Manual,16.95,1498,97.6
480,hyundai grand,4.9,2017,Individual,35000,First Owner,Petrol,Manual,18.9,1197,81.86
481,maruti baleno,5.5,2017,Individual,20000,First Owner,Petrol,Manual,21.4,1197,83.1
482,hyundai i10,3.5,2014,Individual,40000,First Owner,Petrol,Manual,20.36,1197,78.9
483,toyota corolla,2.45,2009,Dealer,65000,First Owner,Petrol,Manual,14.53,1798,138.1
484,toyota innova,15.0,2019,Individual,35000,First Owner,Diesel,Manual,13.68,2393,147.8
485,hyundai eon,2.5,2013,Dealer,54417,First Owner,Petrol,Manual,21.1,814,55.2
486,ford figo,1.9,2012,Dealer,74000,First Owner,Diesel,Manual,20.0,1399,68.05
487,volkswagen ameo,4.0,2017,Dealer,47592,First Owner,Petrol,Manual,17.0,1198,73.75
488,renault duster,4.6,2014,Individual,46500,First Owner,Diesel,Manual,20.45,1461,83.8
489,maruti swift,6.5,2019,Dealer,8000,First Owner,Petrol,Automatic,21.21,1197,81.8
490,maruti ciaz,7.0,2016,Individual,120000,First Owner,Diesel,Manual,28.09,1248,88.5
491,chevrolet spark,1.2,2013,Individual,100000,First Owner,Petrol,Manual,16.2,995,62.1
492,mercedesbenz gle,38.5,2016,Dealer,48500,First Owner,Diesel,Automatic,17.9,2143,201.15
493,maruti swift,4.55,2017,Individual,34000,First Owner,Petrol,Manual,20.4,1197,81.8
494,tata indigo,1.6,2012,Individual,88157,First Owner,Diesel,Manual,19.09,1396,69.0
495,maruti swift,3.65,2014,Dealer,54000,First Owner,Petrol,Manual,22.0,1197,81.8
496,toyota etios,5.55,2016,Individual,163000,First Owner,Diesel,Manual,23.59,1364,67.05
497,maruti swift,4.7,2014,Dealer,11275,First Owner,Petrol,Manual,19.1,1197,85.8
498,maruti ritz,3.25,2013,Dealer,58000,First Owner,Diesel,Manual,21.1,1248,73.9
499,toyota fortuner,29.5,2018,Dealer,35000,First Owner,Diesel,Automatic,12.9,2755,174.5
500,nissan terrano,8.0,2015,Individual,19000,First Owner,Diesel,Manual,20.45,1461,83.8
501,maruti swift,4.0,2012,Individual,48000,First Owner,Diesel,Manual,22.9,1248,74.0
502,renault duster,5.5,2015,Dealer,68000,First Owner,Diesel,Manual,19.87,1461,83.8
503,honda civic,15.19,2019,Dealer,23000,First Owner,Petrol,Automatic,13.9,1799,130.2
504,maruti swift,7.4,2018,Individual,31500,First Owner,Diesel,Automatic,28.4,1248,74.02
505,tata vista,1.25,2013,Individual,120000,First Owner,Diesel,Manual,19.1,1405,70.0
506,honda brio,2.71,2011,Dealer,63000,First Owner,Petrol,Manual,19.4,1198,86.8
507,maruti kizashi,4.25,2011,Dealer,63000,First Owner,Petrol,Automatic,10.0,2393,175.6
508,mahindra supro,4.75,2018,Individual,60000,First Owner,Diesel,Manual,23.5,909,45.0
509,honda amaze,3.25,2013,Dealer,73000,First Owner,Diesel,Manual,25.8,1498,98.6
510,hyundai grand,6.0,2020,Individual,10000,First Owner,Petrol,Automatic,20.7,1197,81.86
511,honda amaze,3.0,2013,Individual,208000,First Owner,Diesel,Manual,25.8,1498,98.6
512,hyundai i10,3.0,2010,Individual,30000,First Owner,Petrol,Manual,20.36,1197,78.9
513,maruti wagon,3.45,2016,Dealer,83000,First Owner,CNG,Manual,19.6,998,58.16
514,mahindra scorpio,9.0,2018,Individual,60000,First Owner,Diesel,Manual,15.4,2523,75.0
515,mahindra xuv500,10.25,2016,Dealer,83000,First Owner,Diesel,Manual,16.0,1997,140.0
516,isuzu dmax,14.5,2017,Dealer,58132,First Owner,Diesel,Manual,12.4,2499,134.0
517,maruti swift,4.0,2015,Individual,34000,First Owner,Petrol,Manual,20.4,1197,81.8
518,honda amaze,3.67,2014,Dealer,45120,First Owner,Diesel,Manual,25.8,1498,98.6
519,hyundai grand,5.35,2019,Individual,15000,First Owner,Petrol,Automatic,18.9,1197,81.86
520,maruti ertiga,8.05,2019,Individual,15000,First Owner,Petrol,Manual,19.34,1462,103.0
521,mg hector,14.88,2020,Dealer,1000,First Owner,Petrol,Manual,15.81,1451,141.0
522,hyundai i10,2.5,2012,Individual,64000,First Owner,Petrol,Manual,20.36,1197,78.9
523,mercedesbenz eclass,7.0,2011,Dealer,98000,First Owner,Diesel,Automatic,14.21,2143,203.0
524,maruti vitara,6.75,2016,Dealer,65000,First Owner,Diesel,Manual,24.3,1248,88.5
525,maruti swift,4.25,2015,Dealer,84000,First Owner,Diesel,Manual,28.4,1248,74.0
526,maruti alto,2.6,2015,Individual,33000,First Owner,Petrol,Manual,22.74,796,47.3
527,hyundai xcent,3.0,2014,Individual,57368,First Owner,Petrol,Manual,19.1,1197,82.0
528,honda city,7.0,2016,Dealer,55670,First Owner,Petrol,Manual,17.8,1497,117.3
529,maruti baleno,5.6,2017,Individual,50000,First Owner,Diesel,Manual,27.39,1248,74.0
530,hyundai verna,1.55,2006,Individual,148000,First Owner,Diesel,Manual,16.8,1493,110.0
531,porsche cayenne,59.75,2016,Dealer,47000,First Owner,Diesel,Automatic,15.15,2967,240.0
532,maruti ertiga,8.0,2019,Dealer,18000,First Owner,Petrol,Manual,19.01,1462,103.26
